Speaker_1,Speaker_2,Speaker_1_Time_Sec,Speaker_2_Time_Sec,Matched_Phrase,Time_Delta_Sec,Distance_Feet,Distance_Meters
Kush,Alicia,861.54,853.76,were doing numbers yes,7.78,8755.07,2668.54
Kush,Alicia,861.833,854.093,doing numbers yes yay,7.74,8710.05,2654.82
Kush,Alicia,862.127,854.427,numbers yes yay were,7.7,8665.04,2641.1
Kush,Alicia,862.42,854.76,yes yay were doing,7.66,8620.03,2627.38
Kush,Alicia,862.92,855.26,yay were doing numbers,7.66,8620.03,2627.38
Kush,Alicia,865.407,857.831,the letters lets go,7.5752,8524.64,2598.31
Kush,Alicia,865.653,858.046,letters lets go ok,7.6076,8561.08,2609.41
Kush,Alicia,865.9,858.26,lets go ok so,7.64,8597.52,2620.52
Kush,Alicia,866.15,858.51,go ok so for,7.64,8597.52,2620.52
Kush,Alicia,866.4,858.76,ok so for today,7.64,8597.52,2620.52
Kush,Alicia,866.627,858.987,so for today were,7.64,8597.52,2620.52
Kush,Alicia,866.855,859.215,for today were going,7.64,8597.52,2620.52
Kush,Alicia,867.082,859.442,today were going to,7.64,8597.52,2620.52
Kush,Alicia,867.309,859.669,were going to be,7.64,8597.52,2620.52
Kush,Alicia,867.536,859.896,going to be going,7.64,8597.52,2620.52
Kush,Alicia,867.764,860.124,to be going over,7.64,8597.52,2620.52
Kush,Alicia,867.991,860.351,be going over numbers,7.64,8597.52,2620.52
Kush,Alicia,868.218,860.578,going over numbers ok,7.64,8597.52,2620.52
Kush,Alicia,868.445,860.805,over numbers ok so,7.64,8597.52,2620.52
Kush,Alicia,868.673,861.033,numbers ok so who,7.64,8597.52,2620.52
Kush,Alicia,868.9,861.26,ok so who can,7.64,8597.52,2620.52
Kush,Alicia,869.304,861.669,so who can tell,7.6345,8591.38,2618.65
Kush,Alicia,869.707,862.078,who can tell me,7.6291,8585.24,2616.78
Kush,Alicia,870.111,862.487,can tell me what,7.6236,8579.11,2614.91
Kush,Alicia,870.515,862.896,tell me what number,7.6182,8572.97,2613.04
Kush,Alicia,870.918,863.305,me what number comes,7.6127,8566.83,2611.17
Kush,Alicia,871.322,863.715,what number comes after,7.6073,8560.69,2609.29
Kush,Alicia,873.34,866.16,sine of 3 pi,7.18,8079.87,2462.74
Kush,Alicia,873.88,866.56,of 3 pi oh,7.32,8237.42,2510.76
Kush,Alicia,874.42,866.96,3 pi oh whoa,7.46,8394.96,2558.78
Kush,Alicia,878.34,871.26,thats a little too,7.08,7967.34,2428.44
Kush,Alicia,878.671,871.474,a little too advanced,7.1971,8099.16,2468.62
Kush,Alicia,879.003,871.689,little too advanced for,7.3143,8230.99,2508.8
Kush,Alicia,879.334,871.903,too advanced for you,7.4314,8362.81,2548.98
Kush,Alicia,879.666,872.117,advanced for you why,7.5486,8494.63,2589.16
Kush,Alicia,879.997,872.331,for you why i,7.6657,8626.46,2629.34
Kush,Alicia,880.329,872.546,you why i think,7.7829,8758.28,2669.52
Kush,Alicia,880.66,872.76,why i think i,7.9,8890.11,2709.7
Kush,Alicia,882.38,874.26,i heard that from,8.12,9137.68,2785.16
Kush,Alicia,882.76,874.677,heard that from my,8.0833,9096.42,2772.58
Kush,Alicia,883.14,875.093,that from my mom,8.0467,9055.16,2760.01
Kush,Alicia,883.52,875.51,from my mom oh,8.01,9013.89,2747.43
Kush,Alicia,883.9,875.927,my mom oh ok,7.9733,8972.63,2734.85
Kush,Alicia,884.28,876.343,mom oh ok ok,7.9367,8931.37,2722.28
Kush,Alicia,884.66,876.76,oh ok ok so,7.9,8890.11,2709.7
Kush,Alicia,884.66,881.74,oh ok ok so,2.92,3285.96,1001.56
Kush,Alicia,885.047,877.26,ok ok so your,7.7867,8762.57,2670.83
Kush,Alicia,885.433,878.24,ok so your mom,7.1933,8094.87,2467.31
Kush,Alicia,885.82,878.422,so your mom must,7.3982,8325.4,2537.58
Kush,Alicia,886.032,878.604,your mom must be,7.4284,8359.36,2547.93
Kush,Alicia,886.244,878.785,mom must be really,7.4585,8393.32,2558.28
Kush,Alicia,886.456,878.967,must be really good,7.4887,8427.29,2568.63
Kush,Alicia,886.668,879.149,be really good with,7.5189,8461.25,2578.99
Kush,Alicia,886.88,879.331,really good with numbers,7.5491,8495.22,2589.34
Kush,Alicia,887.092,879.513,good with numbers then,7.5793,8529.18,2599.69
Kush,Alicia,887.304,879.695,with numbers then i,7.6095,8563.15,2610.04
Kush,Alicia,887.516,879.876,numbers then i dont,7.6396,8597.11,2620.4
Kush,Alicia,887.728,880.058,then i dont know,7.6698,8631.08,2630.75
Kush,Alicia,887.94,880.24,i dont know oh,7.7,8665.04,2641.1
Kush,Alicia,888.353,880.74,dont know oh ok,7.6133,8567.51,2611.37
Kush,Alicia,888.767,881.24,know oh ok ok,7.5267,8469.98,2581.65
Kush,Alicia,889.18,876.76,oh ok ok so,12.42,13976.6,4260.06
Kush,Alicia,889.18,881.74,oh ok ok so,7.44,8372.46,2551.92
Kush,Alicia,889.46,881.907,ok ok so were,7.5533,8499.99,2590.79
Kush,Alicia,889.74,882.073,ok so were actually,7.6667,8627.53,2629.67
Kush,Alicia,890.02,882.24,so were actually going,7.78,8755.07,2668.54
Kush,Alicia,890.402,882.454,were actually going to,7.9479,8944.05,2726.14
Kush,Alicia,890.784,882.669,actually going to be,8.1159,9133.04,2783.74
Kush,Alicia,891.167,882.883,going to be learning,8.2838,9322.02,2841.35
Kush,Alicia,891.549,883.097,to be learning about,8.4517,9511.0,2898.95
Kush,Alicia,891.931,883.311,be learning about multiplication,8.6197,9699.99,2956.55
Kush,Alicia,892.313,883.526,learning about multiplication actually,8.7876,9888.97,3014.15
Kush,Alicia,892.696,883.74,about multiplication actually no,8.9556,10077.96,3071.76
Kush,Alicia,893.078,884.49,multiplication actually no addition,8.5878,9664.08,2945.61
Kush,Alicia,893.46,885.24,actually no addition today,8.22,9250.21,2819.46
Kush,Alicia,893.73,885.615,no addition today addition,8.115,9132.05,2783.45
Kush,Alicia,894.0,885.99,addition today addition addition,8.01,9013.89,2747.43
Kush,Alicia,894.27,886.365,today addition addition addition,7.905,8895.73,2711.41
Kush,Alicia,896.94,889.74,addition to just numbers,7.2,8102.38,2469.6
Kush,Alicia,899.677,892.018,have a 1 and,7.6589,8618.78,2627.0
Kush,Alicia,903.06,894.74,teacher i cannot see,8.32,9362.75,2853.76
Kush,Alicia,903.3,895.115,i cannot see let,8.185,9210.83,2807.45
Kush,Alicia,903.54,895.49,cannot see let me,8.05,9058.91,2761.15
Kush,Alicia,903.78,895.865,see let me move,7.915,8906.99,2714.84
Kush,Alicia,904.02,896.24,let me move a,7.78,8755.07,2668.54
Kush,Alicia,904.148,896.34,me move a bit,7.808,8786.58,2678.14
Kush,Alicia,904.276,896.44,move a bit 2,7.836,8818.09,2687.75
Kush,Alicia,918.1,910.22,yeah its ok max,7.88,8867.6,2702.84
Kush,Alicia,918.43,910.47,its ok max you,7.96,8957.63,2730.28
Kush,Alicia,918.76,910.72,ok max you can,8.04,9047.65,2757.72
Kush,Alicia,919.09,910.97,max you can just,8.12,9137.68,2785.16
Kush,Alicia,919.42,911.22,you can just stay,8.2,9227.71,2812.6
Kush,Alicia,919.892,911.72,can just stay there,8.172,9196.2,2803.0
Kush,Alicia,920.364,912.22,just stay there ok,8.144,9164.69,2793.39
Kush,Alicia,920.836,912.72,stay there ok so,8.116,9133.18,2783.79
Kush,Alicia,923.98,915.22,1 plus 2 so,8.76,9857.89,3004.68
Kush,Alicia,924.287,915.72,plus 2 so if,8.5667,9640.33,2938.37
Kush,Alicia,924.593,916.22,2 so if i,8.3733,9422.76,2872.05
Kush,Alicia,924.9,916.72,so if i had,8.18,9205.2,2805.74
Kush,Alicia,925.205,917.038,if i had one,8.1673,9190.88,2801.37
Kush,Alicia,925.511,917.356,i had one toy,8.1545,9176.55,2797.01
Kush,Alicia,925.816,917.675,had one toy but,8.1418,9162.23,2792.64
Kush,Alicia,926.122,917.993,one toy but max,8.1291,9147.91,2788.28
Kush,Alicia,926.427,918.311,toy but max has,8.1164,9133.59,2783.91
Kush,Alicia,926.733,918.629,but max has two,8.1036,9119.27,2779.55
Kush,Alicia,927.038,918.947,max has two toys,8.0909,9104.94,2775.18
Kush,Alicia,927.344,919.265,has two toys max,8.0782,9090.62,2770.82
Kush,Alicia,927.649,919.584,two toys max always,8.0655,9076.3,2766.45
Kush,Alicia,927.955,919.902,toys max always has,8.0527,9061.98,2762.09
Kush,Alicia,928.26,920.22,max always has more,8.04,9047.65,2757.72
Kush,Alicia,928.471,920.52,always has more toys,7.9514,8947.98,2727.34
Kush,Alicia,928.471,921.97,always has more toys,6.5014,7316.25,2229.99
Kush,Alicia,929.74,921.72,he always has more,8.02,9025.15,2750.86
Kush,Alicia,929.911,920.52,always has more toys,9.3914,10568.46,3221.26
Kush,Alicia,929.911,921.97,always has more toys,7.9414,8936.73,2723.91
Kush,Alicia,930.94,921.72,he always has more,9.22,10375.54,3162.46
Kush,Alicia,931.151,920.52,always has more toys,10.6314,11963.87,3646.58
Kush,Alicia,931.151,921.97,always has more toys,9.1814,10332.14,3149.23
Kush,Alicia,932.42,924.22,but if i give,8.2,9227.71,2812.6
Kush,Alicia,932.735,924.533,if i give my,8.2025,9230.52,2813.46
Kush,Alicia,933.05,924.845,i give my toy,8.205,9233.33,2814.31
Kush,Alicia,933.365,925.158,give my toy to,8.2075,9236.15,2815.17
Kush,Alicia,933.68,925.47,my toy to max,8.21,9238.96,2816.03
Kush,Alicia,933.995,925.783,toy to max dont,8.2125,9241.77,2816.89
Kush,Alicia,934.31,926.095,to max dont give,8.215,9244.59,2817.75
Kush,Alicia,934.625,926.408,max dont give your,8.2175,9247.4,2818.6
Kush,Alicia,934.94,926.72,dont give your toys,8.22,9250.21,2819.46
Kush,Alicia,935.213,926.97,give your toys to,8.2433,9276.47,2827.46
Kush,Alicia,935.487,927.22,your toys to max,8.2667,9302.73,2835.47
Kush,Alicia,935.76,927.47,toys to max but,8.29,9328.99,2843.47
Kush,Alicia,936.033,927.72,to max but im,8.3133,9355.24,2851.47
Kush,Alicia,936.307,927.97,max but im saying,8.3367,9381.5,2859.48
Kush,Alicia,936.58,928.22,but im saying if,8.36,9407.76,2867.48
Kush,Alicia,936.925,928.595,im saying if i,8.33,9374.0,2857.19
Kush,Alicia,937.27,928.97,saying if i do,8.3,9340.24,2846.9
Kush,Alicia,937.615,929.345,if i do i,8.27,9306.48,2836.61
Kush,Alicia,937.96,929.72,i do i wont,8.24,9272.72,2826.32
Kush,Alicia,938.305,930.095,do i wont how,8.21,9238.96,2816.03
Kush,Alicia,938.65,930.47,i wont how much,8.18,9205.2,2805.74
Kush,Alicia,938.995,930.845,wont how much toys,8.15,9171.44,2795.45
Kush,Alicia,939.34,931.22,how much toys will,8.12,9137.68,2785.16
Kush,Alicia,939.593,931.434,much toys will max,8.159,9181.62,2798.55
Kush,Alicia,939.847,931.649,toys will max have,8.1981,9225.56,2811.95
Kush,Alicia,945.86,937.7,ok so lets say,8.16,9182.69,2798.88
Kush,Alicia,948.335,940.2,had 10 milkshakes 10,8.135,9154.56,2790.3
Kush,Alicia,948.83,940.7,10 milkshakes 10 10,8.13,9148.93,2788.59
Kush,Alicia,949.325,941.2,milkshakes 10 10 milkshakes,8.125,9143.31,2786.88
Kush,Alicia,952.54,944.2,wow but i want,8.34,9385.25,2860.62
Kush,Alicia,953.953,945.7,10 toys 10 toys,8.2533,9287.72,2830.89
Kush,Alicia,953.953,946.2,10 toys 10 toys,7.7533,8725.06,2659.39
Kush,Alicia,954.207,945.95,toys 10 toys 10,8.2567,9291.47,2832.04
Kush,Alicia,954.46,945.7,10 toys 10 toys,8.76,9857.89,3004.68
Kush,Alicia,954.46,946.2,10 toys 10 toys,8.26,9295.23,2833.18
Kush,Alicia,954.78,946.45,toys 10 toys ok,8.33,9374.0,2857.19
Kush,Alicia,955.1,946.7,10 toys ok and,8.4,9452.77,2881.2
Kush,Alicia,955.72,947.45,toys ok and we,8.27,9306.48,2836.61
Kush,Alicia,956.34,948.2,ok and we actually,8.14,9160.19,2792.02
Kush,Alicia,957.14,948.7,and we actually why,8.44,9497.79,2894.92
Kush,Alicia,957.473,949.2,we actually why does,8.2733,9310.23,2837.75
Kush,Alicia,959.16,950.95,have 10 toys i,8.21,9238.96,2816.03
Kush,Alicia,960.6,952.2,have three no its,8.4,9452.77,2881.2
Kush,Alicia,960.81,952.45,three no its ok,8.36,9407.76,2867.48
Kush,Alicia,961.02,952.7,no its ok max,8.32,9362.75,2853.76
Kush,Alicia,961.43,953.075,its ok max i,8.355,9402.13,2865.76
Kush,Alicia,961.84,953.45,ok max i want,8.39,9441.52,2877.77
Kush,Alicia,962.25,953.825,max i want 10,8.425,9480.91,2889.77
Kush,Alicia,962.66,954.2,i want 10 what,8.46,9520.29,2901.78
Kush,Alicia,962.94,954.533,want 10 what about,8.4067,9460.27,2883.49
Kush,Alicia,963.22,954.867,10 what about me,8.3533,9400.26,2865.19
Kush,Alicia,963.5,955.2,what about me i,8.3,9340.24,2846.9
Kush,Alicia,963.78,955.533,about me i dont,8.2467,9280.22,2828.61
Kush,Alicia,964.06,955.867,me i dont have,8.1933,9220.2,2810.31
Kush,Alicia,964.34,956.2,i dont have toys,8.14,9160.19,2792.02
Kush,Alicia,966.84,958.271,doesnt have any toys,8.5686,9642.47,2939.02
Kush,Alicia,967.235,958.629,have any toys i,8.6064,9685.07,2952.0
Kush,Alicia,967.63,958.986,any toys i think,8.6443,9727.67,2964.99
Kush,Alicia,968.025,959.343,toys i think we,8.6821,9770.28,2977.97
Kush,Alicia,968.42,959.7,i think we should,8.72,9812.88,2990.96
Kush,Alicia,968.733,959.95,think we should move,8.7833,9884.15,3012.68
Kush,Alicia,969.047,960.2,we should move around,8.8467,9955.42,3034.41
Kush,Alicia,972.62,964.7,ok ill talk to,7.92,8912.61,2716.56
Kush,Alicia,972.798,964.882,ill talk to you,7.9164,8908.52,2715.31
Kush,Alicia,972.976,965.064,talk to you and,7.9127,8904.43,2714.07
Kush,Alicia,973.155,965.245,to you and then,7.9091,8900.34,2712.82
Kush,Alicia,973.333,965.427,you and then you,7.9055,8896.25,2711.57
Kush,Alicia,973.511,965.609,and then you talk,7.9018,8892.15,2710.32
Kush,Alicia,973.689,965.791,then you talk to,7.8982,8888.06,2709.08
Kush,Alicia,973.867,965.973,you talk to him,7.8945,8883.97,2707.83
Kush,Alicia,974.045,966.155,talk to him alicia,7.8909,8879.88,2706.58
Kush,Alicia,974.224,966.336,to him alicia i,7.8873,8875.78,2705.33
Kush,Alicia,974.402,966.518,him alicia i heard,7.8836,8871.69,2704.09
Kush,Alicia,978.22,970.2,alicia i heard you,8.02,9025.15,2750.86
Kush,Alicia,980.145,972.075,some more toys yeah,8.07,9081.41,2768.01
Kush,Alicia,980.53,972.45,more toys yeah the,8.08,9092.67,2771.44
Kush,Alicia,980.915,972.825,toys yeah the teacher,8.09,9103.92,2774.87
Kush,Alicia,981.3,973.2,yeah the teacher didnt,8.1,9115.17,2778.3
Kush,Alicia,981.715,973.513,the teacher didnt give,8.2025,9230.52,2813.46
Kush,Alicia,982.13,973.825,teacher didnt give me,8.305,9345.87,2848.61
Kush,Alicia,982.545,974.138,didnt give me any,8.4075,9461.21,2883.77
Kush,Alicia,982.96,974.45,give me any toys,8.51,9576.56,2918.93
Kush,Alicia,984.62,976.7,im sorry ill share,7.92,8912.61,2716.56
Kush,Alicia,984.9,976.95,sorry ill share with,7.95,8946.37,2726.85
Kush,Alicia,985.18,977.2,ill share with you,7.98,8980.13,2737.14
Kush,Alicia,985.43,977.6,share with you here,7.83,8811.33,2685.69
Kush,Alicia,985.68,978.0,with you here i,7.68,8642.53,2634.24
Kush,Alicia,985.93,978.4,you here i have,7.53,8473.73,2582.79
Kush,Alicia,987.809,979.2,i have four toys,8.6086,9687.48,2952.74
Kush,Alicia,990.86,982.8,do you have i,8.06,9070.16,2764.58
Kush,Alicia,991.153,983.1,you have i dont,8.0533,9062.66,2762.29
Kush,Alicia,992.67,984.867,count i actually dont,7.8033,8781.33,2676.54
Kush,Alicia,992.98,985.2,i actually dont know,7.78,8755.07,2668.54
Kush,Alicia,993.22,985.45,actually dont know the,7.77,8743.81,2665.11
Kush,Alicia,994.42,986.7,so im going to,7.72,8687.55,2647.96
Kush,Alicia,994.42,1008.68,so im going to,14.26,16047.21,4891.18
Kush,Alicia,994.849,987.057,im going to say,7.7914,8767.93,2672.46
Kush,Alicia,995.277,987.414,going to say all,7.8629,8848.31,2696.96
Kush,Alicia,997.42,989.2,how many is that,8.22,9250.21,2819.46
Kush,Alicia,1000.42,992.2,wait you have more,8.22,9250.21,2819.46
Kush,Alicia,1000.757,993.18,you have more toys,7.5771,8526.79,2598.96
Kush,Alicia,1001.094,993.43,have more toys than,7.6643,8624.85,2628.85
Kush,Alicia,1001.431,993.68,more toys than me,7.7514,8722.92,2658.74
Kush,Alicia,1001.769,993.93,toys than me do,7.8386,8820.98,2688.63
Kush,Alicia,1002.106,994.18,than me do you,7.9257,8919.04,2718.52
Kush,Alicia,1002.443,994.43,me do you want,8.0129,9017.11,2748.41
Kush,Alicia,1002.78,994.68,do you want one,8.1,9115.17,2778.3
Kush,Alicia,1003.08,995.055,you want one yeah,8.025,9030.77,2752.57
Kush,Alicia,1003.38,995.43,want one yeah here,7.95,8946.37,2726.85
Kush,Alicia,1003.68,995.805,one yeah here ill,7.875,8861.97,2701.13
Kush,Alicia,1003.98,996.18,yeah here ill share,7.8,8777.57,2675.4
Kush,Alicia,1005.14,997.18,here ill share ill,7.96,8957.63,2730.28
Kush,Alicia,1005.473,997.513,ill share ill share,7.96,8957.63,2730.28
Kush,Alicia,1005.807,997.847,share ill share which,7.96,8957.63,2730.28
Kush,Alicia,1006.14,998.18,ill share which one,7.96,8957.63,2730.28
Kush,Alicia,1006.7,998.68,share which one do,8.02,9025.15,2750.86
Kush,Alicia,1007.26,999.18,which one do you,8.08,9092.67,2771.44
Kush,Alicia,1007.26,1011.43,which one do you,4.17,4692.63,1430.31
Kush,Alicia,1007.532,999.48,one do you want,8.052,9061.16,2761.84
Kush,Alicia,1007.532,1011.68,one do you want,4.148,4667.87,1422.76
Kush,Alicia,1007.804,999.78,do you want i,8.024,9029.65,2752.23
Kush,Alicia,1008.076,1000.08,you want i want,7.996,8998.14,2742.63
Kush,Alicia,1008.348,1000.38,want i want the,7.968,8966.63,2733.02
Kush,Alicia,1008.62,1000.68,i want the pink,7.94,8935.12,2723.42
Kush,Alicia,1008.82,1000.88,want the pink one,7.94,8935.12,2723.42
Kush,Alicia,1008.82,1001.98,want the pink one,6.84,7697.26,2346.12
Kush,Alicia,1009.02,1001.08,the pink one you,7.94,8935.12,2723.42
Kush,Alicia,1009.22,1001.28,pink one you want,7.94,8935.12,2723.42
Kush,Alicia,1009.42,1001.48,one you want the,7.94,8935.12,2723.42
Kush,Alicia,1009.62,1001.68,you want the pink,7.94,8935.12,2723.42
Kush,Alicia,1009.964,1000.88,want the pink one,9.084,10222.5,3115.81
Kush,Alicia,1009.964,1001.98,want the pink one,7.984,8984.63,2738.51
Kush,Alicia,1010.308,1002.28,the pink one but,8.028,9034.15,2753.6
Kush,Alicia,1010.652,1002.58,pink one but the,8.072,9083.66,2768.7
Kush,Alicia,1010.996,1002.88,one but the pink,8.116,9133.18,2783.79
Kush,Alicia,1011.34,1003.18,but the pink ones,8.16,9182.69,2798.88
Kush,Alicia,1011.727,1003.597,the pink ones my,8.13,9148.93,2788.59
Kush,Alicia,1012.113,1004.013,pink ones my favorite,8.1,9115.17,2778.3
Kush,Alicia,1012.5,1004.43,ones my favorite but,8.07,9081.41,2768.01
Kush,Alicia,1012.887,1004.847,my favorite but you,8.04,9047.65,2757.72
Kush,Alicia,1013.273,1005.263,favorite but you know,8.01,9013.89,2747.43
Kush,Alicia,1013.66,1005.68,but you know what,7.98,8980.13,2737.14
Kush,Alicia,1013.83,1005.805,you know what my,8.025,9030.77,2752.57
Kush,Alicia,1014.0,1005.93,know what my mom,8.07,9081.41,2768.01
Kush,Alicia,1014.17,1006.055,what my mom said,8.115,9132.05,2783.45
Kush,Alicia,1014.34,1006.18,my mom said to,8.16,9182.69,2798.88
Kush,Alicia,1014.733,1006.597,mom said to always,8.1367,9156.44,2790.88
Kush,Alicia,1015.127,1007.013,said to always share,8.1133,9130.18,2782.87
Kush,Alicia,1015.52,1007.43,to always share so,8.09,9103.92,2774.87
Kush,Alicia,1015.913,1007.847,always share so im,8.0667,9077.66,2766.87
Kush,Alicia,1016.307,1008.263,share so im going,8.0433,9051.4,2758.86
Kush,Alicia,1016.7,1008.68,so im going to,8.02,9025.15,2750.86
Kush,Alicia,1016.967,1008.958,im going to give,8.0089,9012.64,2747.05
Kush,Alicia,1017.233,1009.236,going to give you,7.9978,9000.14,2743.24
Kush,Alicia,1017.5,1009.513,to give you the,7.9867,8987.64,2739.43
Kush,Alicia,1017.767,1009.791,give you the pink,7.9756,8975.13,2735.62
Kush,Alicia,1018.033,1010.069,you the pink one,7.9644,8962.63,2731.8
Kush,Alicia,1021.74,1012.68,can i have the,9.06,10195.49,3107.58
Kush,Alicia,1022.18,1013.263,i have the green,8.9167,10034.19,3058.42
Kush,Alicia,1022.62,1013.847,have the green one,8.7733,9872.9,3009.25
Kush,Alicia,1023.06,1014.43,the green one i,8.63,9711.6,2960.09
Kush,Alicia,1023.5,1015.013,green one i dont,8.4867,9550.3,2910.93
Kush,Alicia,1023.94,1015.597,one i dont think,8.3433,9389.0,2861.76
Kush,Alicia,1024.38,1016.18,i dont think i,8.2,9227.71,2812.6
Kush,Alicia,1024.545,1016.347,dont think i have,8.1983,9225.83,2812.03
Kush,Alicia,1024.71,1016.513,think i have a,8.1967,9223.95,2811.46
Kush,Alicia,1024.875,1016.68,i have a green,8.195,9222.08,2810.89
Kush,Alicia,1025.04,1016.847,have a green one,8.1933,9220.2,2810.31
Kush,Alicia,1025.04,1018.18,have a green one,6.86,7719.76,2352.98
Kush,Alicia,1025.7,1017.68,you dont have a,8.02,9025.15,2750.86
Kush,Alicia,1026.0,1017.93,dont have a green,8.07,9081.41,2768.01
Kush,Alicia,1026.3,1016.847,have a green one,9.4533,10638.12,3242.49
Kush,Alicia,1026.3,1018.18,have a green one,8.12,9137.68,2785.16
Kush,Alicia,1026.6,1018.43,a green one no,8.17,9193.95,2802.31
Kush,Alicia,1026.9,1018.68,green one no bro,8.22,9250.21,2819.46
Kush,Alicia,1027.2,1018.93,one no bro i,8.27,9306.48,2836.61
Kush,Alicia,1027.5,1019.18,no bro i cant,8.32,9362.75,2853.76
Kush,Alicia,1028.42,1020.68,bro i cant get,7.74,8710.05,2654.82
Kush,Alicia,1036.94,1029.16,max you need to,7.78,8755.07,2668.54
Kush,Alicia,1037.358,1029.66,you need to give,7.6978,8662.54,2640.34
Kush,Alicia,1037.776,1030.16,need to give me,7.6156,8570.01,2612.14
Kush,Alicia,1038.193,1030.66,to give me back,7.5333,8477.49,2583.93
Kush,Alicia,1038.611,1031.16,give me back my,7.4511,8384.96,2555.73
Kush,Alicia,1039.029,1031.66,me back my toys,7.3689,8292.43,2527.53
Kush,Alicia,1057.82,1050.16,thats two markers im,7.66,8620.03,2627.38
Kush,Alicia,1058.233,1050.493,two markers im going,7.74,8710.05,2654.82
Kush,Alicia,1058.647,1050.827,markers im going to,7.82,8800.08,2682.26
Kush,Alicia,1059.06,1051.62,im going to make,7.44,8372.46,2551.92
Kush,Alicia,1059.233,1051.787,going to make you,7.4467,8379.96,2554.21
Kush,Alicia,1059.407,1051.953,to make you do,7.4533,8387.46,2556.49
Kush,Alicia,1059.58,1052.12,make you do things,7.46,8394.96,2558.78
Kush,Alicia,1059.753,1052.287,you do things for,7.4667,8402.46,2561.07
Kush,Alicia,1062.34,1054.62,because my mom taught,7.72,8687.55,2647.96
Kush,Alicia,1062.753,1054.898,my mom taught me,7.8556,8840.09,2694.46
Kush,Alicia,1063.167,1055.176,mom taught me that,7.9911,8992.64,2740.95
Kush,Alicia,1063.58,1055.453,taught me that sharing,8.1267,9145.18,2787.45
Kush,Alicia,1063.993,1055.731,me that sharing is,8.2622,9297.73,2833.94
Kush,Alicia,1064.407,1056.009,that sharing is caring,8.3978,9450.27,2880.44
Kush,Alicia,1066.06,1054.898,my mom taught me,11.1622,12561.18,3828.64
Kush,Alicia,1071.38,1063.62,thats not a nice,7.76,8732.56,2661.68
Kush,Alicia,1071.677,1063.977,not a nice thing,7.7,8665.04,2641.1
Kush,Alicia,1071.974,1064.334,a nice thing to,7.64,8597.52,2620.52
Kush,Alicia,1072.271,1064.691,nice thing to say,7.58,8530.0,2599.94
Kush,Alicia,1081.02,1073.12,he does that yeah,7.9,8890.11,2709.7
Kush,Alicia,1081.82,1073.87,yeah why havent you,7.95,8946.37,2726.85
Kush,Alicia,1082.46,1074.12,why havent you told,8.34,9385.25,2860.62
Kush,Alicia,1082.844,1074.52,havent you told me,8.324,9367.25,2855.13
Kush,Alicia,1093.28,1084.913,to talk to you,8.3667,9415.26,2869.77
Kush,Alicia,1097.38,1089.58,teacher i have to,7.8,8777.57,2675.4
Kush,Alicia,1097.75,1089.83,i have to confess,7.92,8912.61,2716.56
Kush,Alicia,1098.12,1090.08,have to confess something,8.04,9047.65,2757.72
Kush,Alicia,1098.49,1090.33,to confess something to,8.16,9182.69,2798.88
Kush,Alicia,1098.86,1090.58,confess something to you,8.28,9317.73,2840.04
Kush,Alicia,1113.29,1117.949,said that he should,4.6591,5243.01,1598.07
Kush,Alicia,1113.66,1118.267,that he should share,4.6073,5184.7,1580.29
Kush,Alicia,1114.77,1107.009,share his toys with,7.7614,8734.17,2662.17
Kush,Alicia,1114.77,1110.04,share his toys with,4.73,5322.81,1622.39
Kush,Alicia,1115.14,1107.223,his toys with me,7.9171,8909.4,2715.58
Kush,Alicia,1115.14,1110.24,his toys with me,4.9,5514.12,1680.7
Kush,Alicia,1115.51,1107.437,toys with me and,8.0729,9084.63,2768.99
Kush,Alicia,1115.88,1107.651,with me and max,8.2286,9259.86,2822.4
Kush,Alicia,1116.25,1107.866,me and max didnt,8.3843,9435.09,2875.81
Kush,Alicia,1116.66,1109.04,and max didnt want,7.62,8575.01,2613.66
Kush,Alicia,1116.964,1109.24,max didnt want to,7.724,8692.05,2649.33
Kush,Alicia,1117.268,1109.44,didnt want to share,7.828,8809.08,2685.0
Kush,Alicia,1117.572,1109.64,want to share his,7.932,8926.12,2720.68
Kush,Alicia,1123.273,1116.04,i told max that,7.2333,8139.89,2481.03
Kush,Alicia,1123.647,1116.358,told max that my,7.2885,8201.95,2499.95
Kush,Alicia,1124.02,1116.676,max that my mom,7.3436,8264.01,2518.87
Kush,Alicia,1124.393,1116.995,that my mom said,7.3988,8326.08,2537.78
Kush,Alicia,1124.767,1117.313,my mom said that,7.4539,8388.14,2556.7
Kush,Alicia,1126.633,1118.904,should share and because,7.7297,8698.46,2651.29
Kush,Alicia,1127.007,1119.222,share and because of,7.7848,8760.52,2670.2
Kush,Alicia,1127.38,1119.54,and because of that,7.84,8822.59,2689.12
Kush,Alicia,1127.704,1119.818,because of that he,7.8859,8874.19,2704.85
Kush,Alicia,1129.645,1124.44,his toys to me,5.2055,5857.85,1785.47
Kush,Alicia,1130.94,1123.54,but he didnt give,7.4,8327.44,2538.2
Kush,Alicia,1131.232,1123.69,he didnt give any,7.542,8487.24,2586.91
Kush,Alicia,1131.524,1123.84,didnt give any of,7.684,8647.04,2635.61
Kush,Alicia,1131.816,1123.99,give any of his,7.826,8806.83,2684.32
Kush,Alicia,1132.108,1124.14,any of his toys,7.968,8966.63,2733.02
Kush,Alicia,1132.4,1124.29,of his toys to,8.11,9126.43,2781.73
