Speaker_1,Speaker_2,Speaker_1_Time_Sec,Speaker_2_Time_Sec,Raw_Time_Diff_Sec,Matched_Phrase,Estimated_Distance_Ft,Estimated_Distance_M
Max,Alicia,144.0,136.0,8.0,theres no grades in,9002.64,2744.0
Max,Riad,144.667,139.7,4.9667,no grades in this,5589.14,1703.57
Max,Kush,144.667,150.18,5.5133,no grades in this,6204.32,1891.07
Max,Alicia,144.667,136.833,7.8333,no grades in this,8815.08,2686.83
Max,Riad,145.333,140.7,4.6333,grades in this school,5214.03,1589.23
Max,Kush,145.333,151.06,5.7267,grades in this school,6444.39,1964.25
Max,Alicia,145.333,137.667,7.6667,grades in this school,8627.53,2629.67
Max,Riad,146.0,141.74,4.26,in this school in,4793.91,1461.18
Max,Kush,146.0,151.94,5.94,in this school in,6684.46,2037.42
Max,Alicia,146.0,138.5,7.5,in this school in,8439.97,2572.5
Max,Riad,146.667,142.407,4.26,this school in terms,4793.91,1461.18
Max,Kush,146.667,152.82,6.1533,this school in terms,6924.53,2110.59
Max,Alicia,146.667,139.333,7.3333,this school in terms,8252.42,2515.33
Max,Riad,147.333,143.073,4.26,school in terms of,4793.91,1461.18
Max,Kush,147.333,153.7,6.3667,school in terms of,7164.6,2183.77
Max,Alicia,147.333,140.167,7.1667,school in terms of,8064.87,2458.17
Max,Riad,148.0,143.74,4.26,in terms of like,4793.91,1461.18
Max,Alicia,148.0,141.0,7.0,in terms of like,7877.31,2401.0
Max,Riad,148.5,144.24,4.26,terms of like more,4793.91,1461.18
Max,Alicia,148.5,141.5,7.0,terms of like more,7877.31,2401.0
Max,Riad,149.0,144.74,4.26,of like more snacks,4793.91,1461.18
Max,Alicia,149.0,142.0,7.0,of like more snacks,7877.31,2401.0
Max,Alicia,149.5,142.5,7.0,like more snacks okay,7877.31,2401.0
Max,Alicia,150.0,143.0,7.0,more snacks okay more,7877.31,2401.0
Max,Alicia,151.0,143.5,7.5,snacks okay more snacks,8439.97,2572.5
Max,Alicia,152.0,144.0,8.0,okay more snacks i,9002.64,2744.0
Max,Alicia,152.286,144.333,7.9524,more snacks i can,8949.05,2727.67
Max,Alicia,152.571,144.667,7.9048,snacks i can do,8895.47,2711.33
Max,Alicia,152.857,145.0,7.8571,i can do that,8841.88,2695.0
Max,Riad,154.0,151.74,2.26,im going to talk,2543.25,775.18
Max,Kush,154.0,162.673,8.6733,im going to talk,9760.36,2974.95
Max,Alicia,154.0,147.0,7.0,im going to talk,7877.31,2401.0
Max,Riad,154.333,151.907,2.4267,going to talk to,2730.8,832.35
Max,Kush,154.333,162.86,8.5267,going to talk to,9595.31,2924.65
Max,Alicia,154.333,147.5,6.8333,going to talk to,7689.76,2343.83
Max,Riad,154.667,152.073,2.5933,to talk to you,2918.36,889.51
Max,Kush,154.667,163.047,8.38,to talk to you,9430.27,2874.34
Max,Alicia,154.667,148.0,6.6667,to talk to you,7502.2,2286.67
Max,Riad,160.0,156.74,3.26,do i stay here,3668.58,1118.18
Max,Alicia,164.0,156.25,7.75,look you see these,8721.31,2658.25
Max,Riad,164.286,160.883,3.4029,you see these blocks,3829.34,1167.18
Max,Kush,164.286,170.513,6.2276,you see these blocks,7008.13,2136.07
Max,Alicia,164.286,156.5,7.7857,you see these blocks,8761.5,2670.5
Max,Riad,164.571,161.026,3.5457,see these blocks over,3990.1,1216.18
Max,Kush,164.571,170.744,6.173,see these blocks over,6946.68,2117.34
Max,Alicia,164.571,156.75,7.8214,see these blocks over,8801.69,2682.75
Max,Riad,164.857,161.169,3.6886,these blocks over here,4150.86,1265.18
Max,Kush,164.857,170.976,6.1184,these blocks over here,6885.23,2098.62
Max,Alicia,164.857,157.0,7.8571,these blocks over here,8841.88,2695.0
Max,Kush,165.143,171.207,6.0638,blocks over here so,6823.79,2079.89
Max,Kush,165.429,171.438,6.0092,over here so i,6762.34,2061.16
Max,Kush,165.714,171.669,5.9546,here so i found,6700.89,2042.43
Max,Kush,166.0,171.9,5.9,so i found out,6639.45,2023.7
Max,Kush,166.2,172.15,5.95,i found out that,6695.71,2040.85
Max,Alicia,166.2,159.0,7.2,i found out that,8102.38,2469.6
Max,Kush,166.4,172.4,6.0,found out that you,6751.98,2058.0
Max,Alicia,166.4,159.231,7.1692,found out that you,8067.75,2459.05
Max,Kush,166.6,172.65,6.05,out that you can,6808.25,2075.15
Max,Alicia,166.6,159.462,7.1385,out that you can,8033.12,2448.49
Max,Kush,166.8,172.9,6.1,that you can actually,6864.51,2092.3
Max,Alicia,166.8,159.692,7.1077,that you can actually,7998.5,2437.94
Max,Riad,167.0,163.49,3.51,you can actually put,3949.91,1203.93
Max,Kush,167.0,173.15,6.15,you can actually put,6920.78,2109.45
Max,Alicia,167.0,159.923,7.0769,you can actually put,7963.87,2427.38
Max,Riad,167.2,163.74,3.46,can actually put them,3893.64,1186.78
Max,Kush,167.2,173.4,6.2,can actually put them,6977.05,2126.6
Max,Alicia,167.2,160.154,7.0462,can actually put them,7929.25,2416.83
Max,Riad,167.4,163.99,3.41,actually put them over,3837.38,1169.63
Max,Kush,167.4,173.65,6.25,actually put them over,7033.31,2143.75
Max,Alicia,167.4,160.385,7.0154,actually put them over,7894.62,2406.28
Max,Riad,167.6,164.24,3.36,put them over here,3781.11,1152.48
Max,Kush,167.6,173.9,6.3,put them over here,7089.58,2160.9
Max,Alicia,167.6,160.615,6.9846,put them over here,7860.0,2395.72
Max,Riad,167.8,164.49,3.31,them over here like,3724.84,1135.33
Max,Kush,167.8,174.15,6.35,them over here like,7145.85,2178.05
Max,Alicia,167.8,160.846,6.9538,them over here like,7825.37,2385.17
Max,Riad,168.0,164.74,3.26,over here like that,3668.58,1118.18
Max,Kush,168.0,174.4,6.4,over here like that,7202.11,2195.2
Max,Alicia,168.0,161.077,6.9231,over here like that,7790.75,2374.62
Max,Riad,168.5,164.99,3.51,here like that yeah,3949.91,1203.93
Max,Kush,168.5,174.65,6.15,here like that yeah,6920.78,2109.45
Max,Alicia,168.5,161.308,7.1923,here like that yeah,8093.72,2466.96
Max,Riad,169.0,165.24,3.76,like that yeah but,4231.24,1289.68
Max,Kush,169.0,174.9,5.9,like that yeah but,6639.45,2023.7
Max,Alicia,169.0,161.538,7.4615,like that yeah but,8396.69,2559.31
Max,Riad,169.5,165.49,4.01,that yeah but look,4512.57,1375.43
Max,Kush,169.5,175.5,6.0,that yeah but look,6751.98,2058.0
Max,Alicia,169.5,161.769,7.7308,that yeah but look,8699.67,2651.65
Max,Riad,170.0,165.74,4.26,yeah but look this,4793.91,1461.18
Max,Kush,170.0,176.1,6.1,yeah but look this,6864.51,2092.3
Max,Alicia,170.0,162.0,8.0,yeah but look this,9002.64,2744.0
Max,Alicia,170.25,162.25,8.0,but look this one,9002.64,2744.0
Max,Alicia,170.5,162.5,8.0,look this one is,9002.64,2744.0
Max,Alicia,170.75,162.75,8.0,this one is not,9002.64,2744.0
Max,Alicia,171.0,163.0,8.0,one is not fitting,9002.64,2744.0
Max,Alicia,171.25,163.25,8.0,is not fitting let,9002.64,2744.0
Max,Kush,171.5,177.243,5.7429,not fitting let me,6462.61,1969.8
Max,Alicia,171.5,163.5,8.0,not fitting let me,9002.64,2744.0
Max,Kush,171.75,177.471,5.7214,fitting let me move,6438.5,1962.45
Max,Alicia,171.75,163.75,8.0,fitting let me move,9002.64,2744.0
Max,Kush,172.0,177.7,5.7,let me move it,6414.38,1955.1
Max,Alicia,172.0,164.0,8.0,let me move it,9002.64,2744.0
Max,Kush,172.5,178.13,5.63,me move it no,6335.61,1931.09
Max,Alicia,172.5,164.25,8.25,me move it no,9283.97,2829.75
Max,Kush,173.0,178.56,5.56,move it no but,6256.83,1907.08
Max,Alicia,173.0,164.5,8.5,move it no but,9565.31,2915.5
Max,Riad,173.5,168.49,5.01,it no but i,5637.9,1718.43
Max,Kush,173.5,178.99,5.49,it no but i,6178.06,1883.07
Max,Alicia,173.5,164.75,8.75,it no but i,9846.64,3001.25
Max,Riad,174.0,168.78,5.22,no but i think,5874.22,1790.46
Max,Kush,174.0,179.42,5.42,no but i think,6099.29,1859.06
Max,Alicia,174.0,165.0,9.0,no but i think,10127.97,3087.0
Max,Riad,174.2,169.113,5.0867,but i think its,5724.18,1744.73
Max,Kush,174.2,179.789,5.5892,but i think its,6289.73,1917.11
Max,Alicia,174.2,165.385,8.8154,but i think its,9920.22,3023.68
Max,Riad,174.4,169.447,4.9533,i think its supposed,5574.13,1698.99
Max,Kush,174.4,180.158,5.7585,i think its supposed,6480.17,1975.15
Max,Alicia,174.4,165.769,8.6308,i think its supposed,9712.46,2960.35
Max,Riad,174.6,169.78,4.82,think its supposed to,5424.09,1653.26
Max,Kush,174.6,180.528,5.9277,think its supposed to,6670.61,2033.2
Max,Alicia,174.6,166.154,8.4462,think its supposed to,9504.71,2897.03
Max,Riad,174.8,170.113,4.6867,its supposed to go,5274.05,1607.53
Max,Kush,174.8,180.897,6.0969,its supposed to go,6861.05,2091.24
Max,Alicia,174.8,166.538,8.2615,its supposed to go,9296.96,2833.71
Max,Riad,175.0,170.447,4.5533,supposed to go like,5124.0,1561.79
Max,Kush,175.0,181.266,6.2662,supposed to go like,7051.49,2149.29
Max,Alicia,175.0,166.923,8.0769,supposed to go like,9089.2,2770.38
Max,Riad,175.2,170.78,4.42,to go like this,4973.96,1516.06
Max,Kush,175.2,181.635,6.4354,to go like this,7241.93,2207.34
Max,Alicia,175.2,167.308,7.8923,to go like this,8881.45,2707.06
Max,Riad,175.4,171.113,4.2867,go like this over,4823.91,1470.33
Max,Kush,175.4,182.005,6.6046,go like this over,7432.37,2265.38
Max,Alicia,175.4,167.692,7.7077,go like this over,8673.7,2643.74
Max,Riad,175.6,171.447,4.1533,like this over here,4673.87,1424.59
Max,Kush,175.6,182.374,6.7738,like this over here,7622.81,2323.43
Max,Alicia,175.6,168.077,7.5231,like this over here,8465.94,2580.42
Max,Riad,175.8,171.78,4.02,this over here right,4523.83,1378.86
Max,Kush,175.8,182.743,6.9431,this over here right,7813.25,2381.48
Max,Alicia,175.8,168.462,7.3385,this over here right,8258.19,2517.09
Max,Riad,180.0,175.78,4.22,but look now we,4748.89,1447.46
Max,Kush,180.0,186.58,6.58,but look now we,7404.67,2256.94
Max,Riad,180.333,176.08,4.2533,look now we dont,4786.4,1458.89
Max,Kush,180.333,186.804,6.4707,look now we dont,7281.64,2219.44
Max,Alicia,180.333,172.0,8.3333,look now we dont,9377.75,2858.33
Max,Riad,180.667,176.38,4.2867,now we dont have,4823.91,1470.33
Max,Kush,180.667,187.028,6.3613,now we dont have,7158.6,2181.94
Max,Alicia,180.667,172.333,8.3333,now we dont have,9377.75,2858.33
Max,Riad,181.0,176.68,4.32,we dont have space,4861.43,1481.76
Max,Kush,181.0,187.252,6.252,we dont have space,7035.56,2144.44
Max,Alicia,181.0,172.667,8.3333,we dont have space,9377.75,2858.33
Max,Riad,181.333,176.98,4.3533,dont have space for,4898.94,1493.19
Max,Kush,181.333,187.476,6.1427,dont have space for,6912.53,2106.93
Max,Alicia,181.333,173.0,8.3333,dont have space for,9377.75,2858.33
Max,Riad,181.667,177.28,4.3867,have space for this,4936.45,1504.63
Max,Kush,181.667,187.7,6.0333,have space for this,6789.49,2069.43
Max,Alicia,181.667,173.333,8.3333,have space for this,9377.75,2858.33
Max,Riad,182.0,177.58,4.42,space for this one,4973.96,1516.06
Max,Kush,182.0,187.924,5.924,space for this one,6666.45,2031.93
Max,Alicia,182.0,173.667,8.3333,space for this one,9377.75,2858.33
Max,Riad,186.333,180.78,5.5533,i found a blue,6249.33,1904.79
Max,Kush,186.333,191.18,4.8467,i found a blue,5454.1,1662.41
Max,Alicia,186.333,177.0,9.3333,i found a blue,10503.08,3201.33
Max,Riad,186.667,181.18,5.4867,found a blue one,6174.31,1881.93
Max,Kush,186.667,191.5,4.8333,found a blue one,5439.1,1657.83
Max,Alicia,186.667,177.4,9.2667,found a blue one,10428.06,3178.47
Max,Riad,187.0,181.58,5.42,a blue one okay,6099.29,1859.06
Max,Alicia,187.0,177.8,9.2,a blue one okay,10353.04,3155.6
Max,Riad,187.333,181.98,5.3533,blue one okay so,6024.27,1836.19
Max,Alicia,187.333,178.2,9.1333,blue one okay so,10278.01,3132.73
Max,Riad,187.667,182.38,5.2867,one okay so we,5949.24,1813.33
Max,Alicia,187.667,178.6,9.0667,one okay so we,10202.99,3109.87
Max,Riad,188.0,182.78,5.22,okay so we actually,5874.22,1790.46
Max,Alicia,188.0,179.0,9.0,okay so we actually,10127.97,3087.0
Max,Riad,188.25,183.03,5.22,so we actually need,5874.22,1790.46
Max,Kush,188.25,193.005,4.755,so we actually need,5350.94,1630.96
Max,Alicia,188.25,179.25,9.0,so we actually need,10127.97,3087.0
Max,Riad,188.5,183.28,5.22,we actually need to,5874.22,1790.46
Max,Kush,188.5,193.23,4.73,we actually need to,5322.81,1622.39
Max,Alicia,188.5,179.5,9.0,we actually need to,10127.97,3087.0
Max,Riad,188.75,183.53,5.22,actually need to redo,5874.22,1790.46
Max,Kush,188.75,193.455,4.705,actually need to redo,5294.68,1613.82
Max,Alicia,188.75,179.75,9.0,actually need to redo,10127.97,3087.0
Max,Riad,189.0,183.78,5.22,need to redo this,5874.22,1790.46
Max,Kush,189.0,193.68,4.68,need to redo this,5266.54,1605.24
Max,Alicia,189.0,180.0,9.0,need to redo this,10127.97,3087.0
Max,Kush,190.0,194.835,4.835,how are we going,5440.97,1658.41
Max,Alicia,190.0,181.25,8.75,how are we going,9846.64,3001.25
Max,Kush,190.286,195.09,4.8043,are we going to,5406.41,1647.87
Max,Alicia,190.286,181.5,8.7857,are we going to,9886.83,3013.5
Max,Kush,190.571,195.345,4.7736,we going to fit,5371.84,1637.33
Max,Alicia,190.571,181.75,8.8214,we going to fit,9927.02,3025.75
Max,Kush,190.857,195.6,4.7429,going to fit this,5337.28,1626.8
Max,Alicia,190.857,182.0,8.8571,going to fit this,9967.21,3038.0
Max,Alicia,191.143,182.25,8.8929,to fit this maybe,10007.4,3050.25
Max,Alicia,191.429,182.5,8.9286,fit this maybe try,10047.59,3062.5
Max,Riad,191.714,185.655,6.0593,this maybe try rearranging,6818.7,2078.34
Max,Alicia,191.714,182.75,8.9643,this maybe try rearranging,10087.78,3074.75
Max,Riad,192.0,185.78,6.22,maybe try rearranging them,6999.55,2133.46
Max,Alicia,192.0,183.0,9.0,maybe try rearranging them,10127.97,3087.0
Max,Riad,192.5,186.28,6.22,try rearranging them how,6999.55,2133.46
Max,Kush,192.5,196.62,4.12,try rearranging them how,4636.36,1413.16
Max,Alicia,192.5,183.5,9.0,try rearranging them how,10127.97,3087.0
Max,Riad,196.0,191.78,4.22,what color is this,4748.89,1447.46
Max,Kush,196.0,202.18,6.18,what color is this,6954.54,2119.74
Max,Alicia,196.0,189.0,7.0,what color is this,7877.31,2401.0
Max,Riad,196.4,191.98,4.42,color is this one,4973.96,1516.06
Max,Kush,196.4,202.436,6.036,color is this one,6792.49,2070.35
Max,Alicia,196.4,189.2,7.2,color is this one,8102.38,2469.6
Max,Riad,200.0,195.28,4.72,close close which one,5311.56,1618.96
Max,Kush,200.0,205.367,5.3667,close close which one,6039.27,1840.77
Max,Alicia,200.0,192.5,7.5,close close which one,8439.97,2572.5
Max,Riad,200.2,195.78,4.42,close which one do,4973.96,1516.06
Max,Kush,200.2,205.913,5.7133,close which one do,6429.39,1959.67
Max,Alicia,200.2,193.0,7.2,close which one do,8102.38,2469.6
Max,Riad,200.4,196.78,3.62,which one do you,4073.69,1241.66
Max,Kush,200.4,206.46,6.06,which one do you,6819.5,2078.58
Max,Alicia,200.4,194.0,6.4,which one do you,7202.11,2195.2
Max,Riad,200.6,196.905,3.695,one do you think,4158.09,1267.38
Max,Kush,200.6,206.63,6.03,one do you think,6785.74,2068.29
Max,Alicia,200.6,194.125,6.475,one do you think,7286.51,2220.92
Max,Riad,200.8,197.03,3.77,do you think this,4242.49,1293.11
Max,Kush,200.8,206.8,6.0,do you think this,6751.98,2058.0
Max,Alicia,200.8,194.25,6.55,do you think this,7370.91,2246.65
Max,Riad,201.0,197.155,3.845,you think this one,4326.89,1318.83
Max,Kush,201.0,206.97,5.97,you think this one,6718.22,2047.71
Max,Alicia,201.0,194.375,6.625,you think this one,7455.31,2272.38
Max,Riad,201.2,197.28,3.92,think this one is,4411.29,1344.56
Max,Kush,201.2,207.14,5.94,think this one is,6684.46,2037.42
Max,Alicia,201.2,194.5,6.7,think this one is,7539.71,2298.1
Max,Riad,201.4,197.405,3.995,this one is blue,4495.69,1370.29
Max,Kush,201.4,207.31,5.91,this one is blue,6650.7,2027.13
Max,Alicia,201.4,194.625,6.775,this one is blue,7624.11,2323.83
Max,Riad,201.6,197.53,4.07,one is blue this,4580.09,1396.01
Max,Kush,201.6,207.48,5.88,one is blue this,6616.94,2016.84
Max,Alicia,201.6,197.25,4.35,one is blue this,4895.19,1492.05
Max,Riad,201.8,197.655,4.145,is blue this one,4664.49,1421.74
Max,Kush,201.8,207.65,5.85,is blue this one,6583.18,2006.55
Max,Riad,202.0,197.82,4.18,blue this one is,4703.88,1433.74
Max,Kush,202.0,207.82,5.82,blue this one is,6549.42,1996.26
Max,Riad,204.0,197.405,6.595,this one is blue,7421.55,2262.08
Max,Kush,204.0,207.31,3.31,this one is blue,3724.84,1135.33
Max,Alicia,204.0,194.625,9.375,this one is blue,10549.97,3215.62
Max,Kush,206.0,212.1,6.1,oh gray its gray,6864.51,2092.3
Max,Alicia,206.0,199.0,7.0,oh gray its gray,7877.31,2401.0
Max,Kush,207.0,212.74,5.74,gray its gray correct,6459.39,1968.82
Max,Alicia,207.0,199.5,7.5,gray its gray correct,8439.97,2572.5
Max,Kush,208.0,213.38,5.38,its gray correct so,6054.28,1845.34
Max,Alicia,208.0,200.0,8.0,its gray correct so,9002.64,2744.0
Max,Kush,208.222,213.74,5.5178,gray correct so i,6209.32,1892.6
Max,Alicia,208.222,200.333,7.8889,gray correct so i,8877.6,2705.89
Max,Riad,208.444,203.82,4.6244,correct so i think,5204.03,1586.18
Max,Kush,208.444,214.1,5.6556,correct so i think,6364.37,1939.86
Max,Alicia,208.444,200.667,7.7778,correct so i think,8752.57,2667.78
Max,Riad,208.667,204.82,3.8467,so i think you,4328.77,1319.41
Max,Kush,208.667,214.46,5.7933,so i think you,6519.41,1987.11
Max,Alicia,208.667,201.0,7.6667,so i think you,8627.53,2629.67
Max,Riad,208.889,205.153,3.7356,i think you can,4203.73,1281.3
Max,Kush,208.889,214.909,6.02,i think you can,6774.49,2064.86
Max,Alicia,208.889,201.444,7.4444,i think you can,8377.46,2553.44
Max,Riad,209.111,205.487,3.6244,think you can move,4078.7,1243.18
Max,Kush,209.111,215.358,6.2467,think you can move,7029.56,2142.61
Max,Alicia,209.111,201.889,7.2222,think you can move,8127.38,2477.22
Max,Riad,209.333,205.82,3.5133,you can move this,3953.66,1205.07
Max,Kush,209.333,215.807,6.4733,you can move this,7284.64,2220.35
Max,Alicia,209.333,202.333,7.0,you can move this,7877.31,2401.0
Max,Riad,209.556,206.153,3.4022,can move this one,3828.62,1166.96
Max,Kush,209.556,216.256,6.7,can move this one,7539.71,2298.1
Max,Alicia,209.556,202.778,6.7778,can move this one,7627.24,2324.78
Max,Riad,209.778,206.487,3.2911,move this one over,3703.59,1128.85
Max,Kush,209.778,216.704,6.9267,move this one over,7794.79,2375.85
Max,Alicia,209.778,203.222,6.5556,move this one over,7377.16,2248.56
Max,Riad,210.0,206.82,3.18,this one over okay,3578.55,1090.74
Max,Alicia,210.0,203.667,6.3333,this one over okay,7127.09,2172.33
Max,Riad,210.667,207.153,3.5133,one over okay oh,3953.66,1205.07
Max,Alicia,210.667,204.111,6.5556,one over okay oh,7377.16,2248.56
Max,Riad,224.0,220.86,3.14,look at all these,3533.54,1077.02
Max,Alicia,224.0,218.0,6.0,look at all these,6751.98,2058.0
Max,Riad,224.4,221.26,3.14,at all these beads,3533.54,1077.02
Max,Alicia,224.4,218.4,6.0,at all these beads,6751.98,2058.0
Max,Alicia,224.8,218.8,6.0,all these beads so,6751.98,2058.0
Max,Alicia,225.2,219.2,6.0,these beads so many,6751.98,2058.0
Max,Alicia,225.6,219.6,6.0,beads so many but,6751.98,2058.0
Max,Alicia,226.0,220.0,6.0,so many but look,6751.98,2058.0
Max,Alicia,227.0,220.5,6.5,many but look its,7314.64,2229.5
Max,Riad,228.0,224.86,3.14,but look its not,3533.54,1077.02
Max,Kush,228.0,234.26,6.26,but look its not,7044.57,2147.18
Max,Alicia,228.0,221.0,7.0,but look its not,7877.31,2401.0
Max,Kush,228.4,234.575,6.175,look its not like,6948.91,2118.02
Max,Alicia,228.4,221.375,7.025,look its not like,7905.44,2409.58
Max,Kush,228.8,234.89,6.09,its not like actually,6853.26,2088.87
Max,Alicia,228.8,221.75,7.05,its not like actually,7933.58,2418.15
Max,Kush,229.2,235.205,6.005,not like actually fitting,6757.61,2059.71
Max,Alicia,229.2,222.125,7.075,not like actually fitting,7961.71,2426.72
Max,Kush,229.6,235.52,5.92,like actually fitting anywhere,6661.95,2030.56
Max,Alicia,229.6,222.5,7.1,like actually fitting anywhere,7989.84,2435.3
Max,Alicia,236.25,228.0,8.25,got to fit all,9283.97,2829.75
Max,Alicia,236.5,228.143,8.3571,to fit all these,9404.54,2866.5
Max,Alicia,236.75,228.286,8.4643,fit all these beads,9525.11,2903.25
Max,Alicia,237.0,228.429,8.5714,all these beads together,9645.69,2940.0
Max,Alicia,238.0,231.0,7.0,yeah look its so,7877.31,2401.0
Max,Alicia,238.4,231.2,7.2,look its so cool,8102.38,2469.6
Max,Riad,244.0,239.9,4.1,it definitely does do,4613.85,1406.3
Max,Kush,244.0,250.317,6.3171,it definitely does do,7108.87,2166.78
Max,Alicia,244.0,237.0,7.0,it definitely does do,7877.31,2401.0
Max,Riad,244.4,240.3,4.1,definitely does do that,4613.85,1406.3
Max,Kush,244.4,250.786,6.3857,definitely does do that,7186.04,2190.3
Max,Alicia,244.4,237.2,7.2,definitely does do that,8102.38,2469.6
Max,Alicia,244.8,237.4,7.4,does do that at,8327.44,2538.2
Max,Alicia,245.2,237.6,7.6,do that at all,8552.51,2606.8
Max,Alicia,245.6,237.8,7.8,that at all yeah,8777.57,2675.4
Max,Alicia,252.0,244.0,8.0,oh we have to,9002.64,2744.0
Max,Alicia,252.286,244.143,8.1429,we have to move,9163.4,2793.0
Max,Alicia,252.571,244.286,8.2857,have to move your,9324.16,2842.0
Max,Alicia,252.857,244.429,8.4286,to move your stuff,9484.92,2891.0
Max,Riad,254.0,248.567,5.4333,its called an angle,6114.29,1863.63
Max,Kush,254.0,259.749,5.7489,its called an angle,6469.4,1971.87
Max,Alicia,267.333,260.5,6.8333,see now its like,7689.75,2343.83
Max,Alicia,268.0,261.0,7.0,now its like cool,7877.31,2401.0
Max,Riad,272.8,268.74,4.06,you close it who,4568.84,1392.58
Max,Riad,273.2,269.14,4.06,close it who are,4568.84,1392.58
Max,Riad,273.6,269.54,4.06,it who are you,4568.84,1392.58
Max,Alicia,284.857,275.5,9.3571,to teach me professor,10529.87,3209.5
Max,Riad,286.286,282.607,3.679,class im actually not,4140.14,1261.91
Max,Kush,286.286,292.46,6.1743,class im actually not,6948.11,2117.78
Max,Alicia,286.286,279.667,6.619,class im actually not,7448.61,2270.33
Max,Riad,286.571,282.94,3.6314,im actually not a,4086.56,1245.58
Max,Kush,286.571,292.68,6.1086,im actually not a,6874.16,2095.24
Max,Alicia,286.571,280.0,6.5714,im actually not a,7395.03,2254.0
Max,Riad,286.857,283.14,3.7171,actually not a professor,4183.01,1274.98
Max,Kush,286.857,292.9,6.0429,actually not a professor,6800.21,2072.7
Max,Alicia,286.857,280.2,6.6571,actually not a professor,7491.48,2283.4
Max,Riad,287.143,283.34,3.8029,not a professor im,4279.47,1304.38
Max,Kush,287.143,293.12,5.9771,not a professor im,6726.26,2050.16
Max,Alicia,287.143,280.4,6.7429,not a professor im,7587.94,2312.8
Max,Riad,287.429,283.54,3.8886,a professor im actually,4375.93,1333.78
Max,Kush,287.429,293.34,5.9114,a professor im actually,6652.31,2027.62
Max,Alicia,287.429,280.6,6.8286,a professor im actually,7684.4,2342.2
Max,Riad,287.714,283.74,3.9743,professor im actually a,4472.38,1363.18
Max,Kush,287.714,293.56,5.8457,professor im actually a,6578.36,2005.08
Max,Alicia,287.714,280.8,6.9143,professor im actually a,7780.85,2371.6
Max,Riad,288.0,283.94,4.06,im actually a teacher,4568.84,1392.58
Max,Kush,288.0,293.78,5.78,im actually a teacher,6504.41,1982.54
Max,Alicia,288.0,281.0,7.0,im actually a teacher,7877.31,2401.0
Max,Riad,288.5,284.19,4.31,actually a teacher i,4850.17,1478.33
Max,Riad,289.0,284.44,4.56,a teacher i didnt,5131.5,1564.08
Max,Riad,289.5,284.69,4.81,teacher i didnt go,5412.84,1649.83
Max,Riad,290.0,284.94,5.06,i didnt go to,5694.17,1735.58
Max,Kush,290.0,295.74,5.74,i didnt go to,6459.39,1968.82
Max,Alicia,290.0,283.0,7.0,i didnt go to,7877.31,2401.0
Max,Riad,290.286,285.369,4.9171,didnt go to school,5533.41,1686.58
Max,Kush,290.286,296.077,5.7914,didnt go to school,6517.27,1986.46
Max,Alicia,290.286,283.286,7.0,didnt go to school,7877.31,2401.0
Max,Riad,290.571,285.797,4.7743,go to school that,5372.65,1637.58
Max,Kush,290.571,296.414,5.8429,go to school that,6575.14,2004.1
Max,Alicia,290.571,283.571,7.0,go to school that,7877.31,2401.0
Max,Riad,290.857,286.226,4.6314,to school that well,5211.89,1588.58
Max,Kush,290.857,296.751,5.8943,to school that well,6633.02,2021.74
Max,Alicia,290.857,283.857,7.0,to school that well,7877.31,2401.0
Max,Riad,291.143,286.654,4.4886,school that well so,5051.12,1539.58
Max,Kush,291.143,297.089,5.9457,school that well so,6690.89,2039.38
Max,Alicia,291.143,284.143,7.0,school that well so,7877.31,2401.0
Max,Riad,291.429,287.083,4.3457,that well so for,4890.36,1490.58
Max,Kush,291.429,297.426,5.9971,that well so for,6748.76,2057.02
Max,Alicia,291.429,284.429,7.0,that well so for,7877.31,2401.0
Max,Riad,291.714,287.511,4.2029,well so for todays,4729.6,1441.58
Max,Kush,291.714,297.763,6.0486,well so for todays,6806.64,2074.66
Max,Alicia,291.714,284.714,7.0,well so for todays,7877.31,2401.0
Max,Riad,292.0,287.94,4.06,so for todays lesson,4568.84,1392.58
Max,Kush,292.0,298.1,6.1,so for todays lesson,6864.51,2092.3
Max,Alicia,292.0,285.0,7.0,so for todays lesson,7877.31,2401.0
Max,Riad,293.0,288.407,4.5933,for todays lesson were,5169.02,1575.51
Max,Kush,293.0,298.587,5.5867,for todays lesson were,6286.84,1916.23
Max,Alicia,293.0,285.4,7.6,for todays lesson were,8552.51,2606.8
Max,Riad,294.0,288.873,5.1267,todays lesson were going,5769.19,1758.45
Max,Kush,294.0,299.073,5.0733,todays lesson were going,5709.17,1740.15
Max,Alicia,294.0,285.8,8.2,todays lesson were going,9227.71,2812.6
Max,Riad,294.25,289.34,4.91,lesson were going to,5525.37,1684.13
Max,Kush,294.25,299.56,5.31,lesson were going to,5975.5,1821.33
Max,Alicia,294.25,286.2,8.05,lesson were going to,9058.91,2761.15
Max,Riad,294.5,289.807,4.6933,were going to actually,5281.55,1609.81
Max,Kush,294.5,300.047,5.5467,were going to actually,6241.83,1902.51
Max,Alicia,294.5,286.6,7.9,were going to actually,8890.11,2709.7
Max,Riad,294.75,290.273,4.4767,going to actually be,5037.73,1535.5
Max,Kush,294.75,300.533,5.7833,going to actually be,6508.16,1983.68
Max,Alicia,294.75,287.0,7.75,going to actually be,8721.31,2658.25
Max,Riad,295.0,290.74,4.26,to actually be doing,4793.91,1461.18
